id	x	y	dist	direct	displacement_ratio	duration	rad_avg	curvature	label	type	PCA1	PCA2
1	277960.20569565217	3963096.6211180124	84052.70204619665	29667.188638865413	0.35295936854665155	13.3751	6807.7688896698455	0.9768455830349222	0	Type C (Spreading)	1.5483562935750803	-1.1717065460937401
2	278287.5028125915	3963481.311127379	165525.1990245117	29165.071804417643	0.17619717104281354	28.4166	5355.572211232358	1.0833084669851256	2	Type B (Loop)	-1.7031939687295283	0.5848212726658795
3	276871.15316748765	3962931.1518883416	135236.93409826336	27077.897487172897	0.2002256089856197	25.3333	5853.2125100362655	1.0658369435784487	2	Type B (Loop)	-0.922843456546635	0.22929460977792124
4	277782.2598029197	3967156.750912409	64062.624873050736	26096.476989178238	0.40735884676739587	11.3751	5508.516225647169	0.9748711104437778	0	Type C (Spreading)	2.3463961005380525	-0.6102976094009129
5	279989.86429936305	3965806.97611465	83822.27222545192	30812.59338743821	0.3675943465784769	13.0417	6158.507743154955	1.0909835451950245	1	Type A (Advective)	1.7677909609747577	-0.04291553674009232
6	278526.4582885803	3963114.435185185	143555.92320773314	31774.3574326132	0.221337836312292	26.9582	6922.995700740813	1.1353498634970098	2	Type B (Loop)	-1.0434058058673967	0.2141755069466069
7	279468.53220110957	3963346.792995839	139078.68243060564	16801.88113987076	0.12080845781850273	29.9999	4721.352807681326	1.0555451268357399	2	Type B (Loop)	-1.7810566384534752	0.8909809501910152
8	277843.319971246	3963759.5966453673	91829.79497886985	28574.503520948703	0.3111681075572883	13.0001	5920.141573018678	0.9218552093861865	0	Type C (Spreading)	1.2288976142444954	-1.1402312409990771
9	279002.0168617363	3964572.459807074	91613.07145633543	28794.28085015255	0.3143031926822415	12.9167	6407.114265308261	0.909489422662055	0	Type C (Spreading)	1.2297648802805752	-1.4689400423941543
10	279157.53270319	3961869.3730929266	124681.97425779513	6648.436041691994	0.05332315341707331	29.9999	4111.488099197624	1.1538544186752573	2	Type B (Loop)	-1.872857484547195	2.0527685400026896
11	277234.7717080292	3964626.3494525547	162454.68153838016	26823.399758948945	0.16511312265637526	22.7916	8540.13847187398	1.0518095563678875	2	Type B (Loop)	-1.3952778519038442	-1.2707236450347175
12	278136.4872603878	3962572.086565097	106576.09804942478	30573.748885473004	0.2868724737069506	15.0001	6699.753997026737	0.9288281584612714	0	Type C (Spreading)	0.6968854982733035	-1.436760891207898
13	279812.7193237598	3967745.775456919	92193.27528553687	24961.864781893302	0.2707558084316078	15.9168	5167.554732451147	1.2830167467574443	1	Type A (Advective)	1.0365104330964974	2.0145713776667367
14	279293.32251242234	3967868.2010869565	69020.58518291262	29230.62247481174	0.4235058627414875	13.3751	4553.124432743796	1.0890734638962494	1	Type A (Advective)	2.319682805734798	0.697915844379272
15	279517.6506645367	3966324.534345048	86329.21795651123	31781.484921448486	0.36814285677253056	13.0001	5811.191177383254	0.9057200480266911	0	Type C (Spreading)	1.6206948723893564	-1.2616861621341073
16	276008.5295145299	3962977.015811966	179891.47893359224	26828.702466865303	0.1491382617226091	24.3333	6740.210302203367	0.9263335785178405	2	Type B (Loop)	-1.8776438829121624	-1.3526377064177697
17	280736.7565163205	3966330.221068249	91787.151720622	29907.5006512895	0.32583537118921324	14.0001	5025.437113411792	1.1046536959946247	1	Type A (Advective)	1.3927597916318173	0.6448129526021812
18	280865.2825230769	3966023.3338461537	81520.21071542538	31828.057603712	0.39043149329948246	13.5001	5260.438550710905	1.1829644695768495	1	Type A (Advective)	1.9897761891491503	1.0558515083664803
19	277187.34430136986	3963298.5659246575	188392.4868934842	25620.703261627736	0.13599641728872927	24.2916	7438.96728003151	0.9696478446807808	2	Type B (Loop)	-2.0610753081338284	-1.3802943089936721
20	277890.7848184615	3962778.9707692307	82877.30988383177	30464.207879696827	0.36758200673258073	13.5001	6783.9903641836245	0.956080787320395	0	Type C (Spreading)	1.6232311164289368	-1.326018658434489
21	279300.7643405573	3965288.6741486066	91060.63526650847	30934.274901103225	0.33971073022461834	13.4167	6543.35282817056	0.9730038469800789	0	Type C (Spreading)	1.3800968573346104	-1.0825354699674654
22	279343.48750000005	3965086.4716257667	94979.30103977994	30299.981772205105	0.31901668511452447	13.5417	6101.821406005133	0.9528226897920321	0	Type C (Spreading)	1.2001651094585248	-1.0067146523728485
23	277190.5858224299	3963917.657009346	179583.03217586898	27074.158844523114	0.15076123014789555	22.25	8371.982830180583	0.9326764046529807	2	Type B (Loop)	-1.746469083682646	-2.13238097404618
24	280003.6609013333	3965622.8746666666	105545.79159299063	31052.185236072146	0.2942058112162034	15.5834	6642.674344937221	1.0246260224306991	0	Type C (Spreading)	0.7744454791517876	-0.6916515332773892
25	278457.1787817259	3967645.5615482233	128635.93900135494	24314.092110437454	0.18901476756181917	16.3751	6502.339087425925	0.9076988805374504	0	Type C (Spreading)	-0.28520083240864935	-1.4225201595368007
26	277774.0023577818	3962483.8121645795	154161.21347308377	27894.28313765823	0.1809422909253923	23.25	10042.2985893405	0.9587978969147993	0	Type C (Spreading)	-1.3512344650135235	-2.6536264151566398
27	279883.8861816921	3965871.095006935	128530.51401559137	7771.990358009974	0.06046805630192372	29.9999	4354.858938827955	1.0825357010154706	2	Type B (Loop)	-1.9452220303149443	1.3844535150629753
28	277712.4385264484	3965423.304156171	137631.26457769645	25295.65938402445	0.18379297365057914	16.5001	6493.984592043394	0.9584021577716283	0	Type C (Spreading)	-0.412907964926584	-1.0671188683238173
29	279165.3958641975	3964914.6072530863	97024.45610841393	30379.784656581374	0.31311471226012727	13.4584	5870.384502264022	0.9707106141954237	0	Type C (Spreading)	1.1667293201632654	-0.7659591734106332
30	277390.45199398795	3963089.49248497	144306.77274061413	27210.093806937606	0.1885572886855886	20.75	8275.983563182972	0.9540786616349015	0	Type C (Spreading)	-0.9014825760688664	-1.87912333921343
31	279163.13741025643	3963756.485576923	78278.54035695926	32923.86873770341	0.4205989098361662	12.9584	7168.364080071587	0.9638941292625143	0	Type C (Spreading)	2.024057398336383	-1.5158213253662915
32	279799.8536570513	3965964.574519231	78180.04338272833	29278.81947201564	0.37450502973862465	12.9584	5869.951859814845	1.1269469901846891	1	Type A (Advective)	1.9281086176810964	0.3713429056854879
33	278232.2400830671	3963610.9744408946	92371.46350530046	28932.000002430294	0.3132136149468945	13.0001	5879.598634722994	1.0020964129454433	0	Type C (Spreading)	1.2917028540028141	-0.5310255383131404
34	277547.9937545076	3969264.7718446604	122583.70587490633	4776.102050937493	0.03896196494345985	29.9999	4272.980554137848	0.8894996099410133	2	Type B (Loop)	-2.1197402015017217	0.043614950100763335
